loss_train,loss_val
2.7603650035701484,2.713632495608885
2.699223997309394,2.6713393888555306
2.6743733526902567,2.6502188401331987
2.6578883546796495,2.637753523344439
2.6446331869705046,2.6324657695383964
2.6349688104043114,2.6089143354531985
2.627701272424422,2.61059282872735
2.6219310387131904,2.607107723386664
2.6167848400899403,2.601726207003779
2.61234352623409,2.590160023041357
2.608146037969982,2.5832623886836026
2.6044715617150977,2.5788471821150964
2.6015436358830115,2.5869498277012304
2.598760987148059,2.579161018621726
2.5960196286664576,2.574493473023626
2.5935346537843866,2.57423494253245
2.591464510458517,2.5608574547103005
2.5894658910109696,2.5654809346207763
2.588128170777017,2.569512651142896
2.58762727083471,2.565311069944108
