loss_train,loss_val
2.824886002249021,2.7850096225738525
2.754546328300494,2.6910552978515625
2.730322974811816,2.719310760498047
2.7117737509713016,2.685499668121338
2.6987916232806386,2.6940975189208984
2.6888698641568505,2.6748480796813965
2.680751772036074,2.675147294998169
2.674275576947734,2.6502318382263184
2.668657376450703,2.6642165184020996
2.6641205990367287,2.6516904830932617
2.6597551170286473,2.6374759674072266
2.6556664792368836,2.6523258686065674
2.652183282880734,2.6101796627044678
2.6486829154619116,2.634827136993408
2.6457692415631513,2.646462917327881
2.6437771410308177,2.635420083999634
2.6407878394906708,2.637634754180908
2.6387109072092216,2.6562085151672363
2.637787000941794,2.6839547157287598
2.6369747359139684,2.6184439659118652
