loss_train,loss_val
2.848729645813078,2.808986186981201
2.7798768714313145,2.7704546451568604
2.761633141469627,2.767820119857788
2.7524194174783347,2.7889199256896973
2.745606594156923,2.7483036518096924
2.739916503146905,2.745746612548828
2.7345458232972533,2.739337682723999
2.7301077040786295,2.7562544345855713
2.7260458223035458,2.754045248031616
2.7225797840588144,2.753816843032837
2.7195812697831503,2.7887136936187744
2.71668530825446,2.7228775024414062
2.7143212159910504,2.7619869709014893
2.712222895083476,2.7461328506469727
2.7098734921847574,2.732546329498291
2.7083925093199146,2.703232765197754
2.706736465008543,2.7220826148986816
2.7051525176888953,2.72910737991333
2.704593315458649,2.7156765460968018
2.7034264352394315,2.7495882511138916
